n,n1,n2,n1_frac,K,r,R0_1,R0_2,drop,TV_piece_vs_avg,KL_piece_vs_avg,MAP_piece,MAP_avg,MAP_changed
100,5,95,0.05,2000,0.05,3.0,2.0999999999999996,0.3,1.386950489967037e-06,5.998203465315021e-06,100,100,False
100,5,95,0.05,2000,0.05,3.0,1.7999999999999998,0.4,2.0431180032948193e-06,8.52584475775171e-06,100,100,False
100,5,95,0.05,2000,0.05,3.0,1.5,0.5,2.5676030247362425e-06,3.516513253339729e-07,100,100,False
100,5,95,0.05,2000,0.05,3.0,1.2000000000000002,0.6,5.4780893526708285e-06,2.5562023174641453e-06,100,100,False
100,5,95,0.05,2000,0.05,3.0,0.9000000000000001,0.7,1.1100306527206394e-05,1.160082363053617e-06,100,100,False
100,5,95,0.05,2000,0.05,3.0,0.5999999999999999,0.8,2.54460251839575e-05,2.1600690775174383e-06,100,100,False
100,5,95,0.05,2000,0.1,3.0,2.7,0.1,4.1836897775334147e-07,2.7512005745534653e-07,100,100,False
100,5,95,0.05,2000,0.1,3.0,2.4000000000000004,0.2,1.7920736793824998e-06,1.0542985994914855e-06,100,100,False
100,5,95,0.05,2000,0.1,3.0,2.0999999999999996,0.3,4.247188792508294e-06,3.822749154002272e-07,100,100,False
100,5,95,0.05,2000,0.1,3.0,1.7999999999999998,0.4,9.151167592159545e-06,9.385146099577109e-07,100,100,False
100,5,95,0.05,2000,0.1,3.0,1.5,0.5,1.88025066755991e-05,7.4882717731945964e-06,100,100,False
100,5,95,0.05,2000,0.1,3.0,1.2000000000000002,0.6,3.56224238321403e-05,3.0782480199607635e-07,100,100,False
100,5,95,0.05,2000,0.1,3.0,0.9000000000000001,0.7,6.5219472113564e-05,2.320812231060545e-07,100,100,False
100,5,95,0.05,2000,0.1,3.0,0.5999999999999999,0.8,0.00012038981844355787,1.0065980135183538e-07,99,99,False
100,5,95,0.05,2000,0.2,3.0,2.7,0.1,2.074601605120234e-06,2.945403687300935e-07,99,99,False
100,5,95,0.05,2000,0.2,3.0,2.4000000000000004,0.2,7.346102242271162e-06,1.135007082411205e-06,99,99,False
100,5,95,0.05,2000,0.2,3.0,2.0999999999999996,0.3,1.7763742425153106e-05,2.2725602606953788e-07,99,99,False
100,5,95,0.05,2000,0.2,3.0,1.7999999999999998,0.4,3.6928465966382974e-05,3.583286400694687e-08,98,98,False
100,5,95,0.05,2000,0.2,3.0,1.5,0.5,7.068786140760957e-05,5.575178657893289e-07,98,98,False
100,5,95,0.05,2000,0.2,3.0,1.2000000000000002,0.6,0.00012380317747191002,2.8872873989314505e-07,97,97,False
100,5,95,0.05,2000,0.2,3.0,0.9000000000000001,0.7,0.00021876146762568995,2.2234410506683406e-07,96,96,False
100,5,95,0.05,2000,0.2,3.0,0.5999999999999999,0.8,0.00038346265134405,2.737739182401375e-06,95,95,False
100,5,95,0.05,2000,0.5,3.0,2.7,0.1,9.085773209610093e-06,1.2307691837266887e-08,92,92,False
100,5,95,0.05,2000,0.5,3.0,2.4000000000000004,0.2,4.0218306736280324e-05,1.578557176484477e-08,91,91,False
100,5,95,0.05,2000,0.5,3.0,2.0999999999999996,0.3,0.00010102847828957762,1.4072837158419173e-06,89,89,False
100,5,95,0.05,2000,0.5,3.0,1.7999999999999998,0.4,0.00020337585931892287,2.644297579605785e-07,87,87,False
100,5,95,0.05,2000,0.5,3.0,1.5,0.5,0.00036915668100073046,6.4466707924013e-07,85,85,False
100,5,95,0.05,2000,0.5,3.0,1.2000000000000002,0.6,0.0006306946439738227,1.671096711177589e-06,81,81,False
100,5,95,0.05,2000,0.5,3.0,0.9000000000000001,0.7,0.0010454216636251255,4.5544495357797995e-06,75,75,False
100,5,95,0.05,2000,0.5,3.0,0.5999999999999999,0.8,0.001751492173509936,1.3027081325930808e-05,62,62,False
100,10,90,0.1,2000,0.05,3.0,2.7,0.1,1.3784138862566603e-06,2.0362540320587134e-06,100,100,False
100,10,90,0.1,2000,0.05,3.0,2.4000000000000004,0.2,1.9477058506092715e-06,8.817243060082844e-06,100,100,False
100,10,90,0.1,2000,0.05,3.0,2.0999999999999996,0.3,2.0149413466619137e-06,1.1058382864729649e-05,100,100,False
100,10,90,0.1,2000,0.05,3.0,1.7999999999999998,0.4,2.474414909574285e-06,1.6269653526715236e-06,100,100,False
100,10,90,0.1,2000,0.05,3.0,1.5,0.5,4.811619586098104e-06,8.661772151140406e-07,100,100,False
100,10,90,0.1,2000,0.05,3.0,1.2000000000000002,0.6,1.0489762804238856e-05,5.508655240058782e-06,100,100,False
100,10,90,0.1,2000,0.05,3.0,0.9000000000000001,0.7,2.1322956779326607e-05,4.319586005893376e-06,100,100,False
100,10,90,0.1,2000,0.05,3.0,0.5999999999999999,0.8,4.8767577767415415e-05,2.791990097627319e-06,100,100,False
100,10,90,0.1,2000,0.1,3.0,2.7,0.1,7.684749734442053e-07,3.879258310200627e-07,100,100,False
100,10,90,0.1,2000,0.1,3.0,2.4000000000000004,0.2,3.137262550998582e-06,3.135151691451625e-07,100,100,False
100,10,90,0.1,2000,0.1,3.0,2.0999999999999996,0.3,8.196580499900998e-06,4.910971707541811e-07,100,100,False
100,10,90,0.1,2000,0.1,3.0,1.7999999999999998,0.4,1.745461693547631e-05,7.569198028595588e-06,100,100,False
100,10,90,0.1,2000,0.1,3.0,1.5,0.5,3.541500969528669e-05,4.47567956175853e-06,100,100,False
100,10,90,0.1,2000,0.1,3.0,1.2000000000000002,0.6,6.909248480385503e-05,6.441741893364262e-07,100,100,False
100,10,90,0.1,2000,0.1,3.0,0.9000000000000001,0.7,0.00012862804153338078,3.2893116816534837e-07,100,100,False
100,10,90,0.1,2000,0.1,3.0,0.5999999999999999,0.8,0.00024048214945908018,2.671238605060828e-07,99,99,False
100,10,90,0.1,2000,0.2,3.0,2.7,0.1,3.132215005766754e-06,2.601681762963614e-07,99,99,False
100,10,90,0.1,2000,0.2,3.0,2.4000000000000004,0.2,1.4083573304184095e-05,2.710549212339228e-06,99,99,False
100,10,90,0.1,2000,0.2,3.0,2.0999999999999996,0.3,3.3896635895364416e-05,3.103513226650808e-08,99,99,False
100,10,90,0.1,2000,0.2,3.0,1.7999999999999998,0.4,7.061712628655145e-05,5.304259352023746e-08,98,98,False
100,10,90,0.1,2000,0.2,3.0,1.5,0.5,0.00013791215651375076,7.05296427846815e-07,98,98,False
100,10,90,0.1,2000,0.2,3.0,1.2000000000000002,0.6,0.00024543727935606653,5.787511112563017e-07,98,98,False
100,10,90,0.1,2000,0.2,3.0,0.9000000000000001,0.7,0.0004266472132889033,8.936059586660635e-07,97,97,False
100,10,90,0.1,2000,0.2,3.0,0.5999999999999999,0.8,0.0007761995199799141,2.4165576516994676e-06,95,95,False
100,10,90,0.1,2000,0.5,3.0,2.7,0.1,1.728142817866707e-05,8.530247701148822e-08,92,92,False
100,10,90,0.1,2000,0.5,3.0,2.4000000000000004,0.2,7.695899740470247e-05,5.7809581350275124e-08,91,91,False
100,10,90,0.1,2000,0.5,3.0,2.0999999999999996,0.3,0.0001941483704193947,1.071078481663516e-06,89,89,False
100,10,90,0.1,2000,0.5,3.0,1.7999999999999998,0.4,0.00039409656813710467,8.984604058126177e-07,88,88,False
100,10,90,0.1,2000,0.5,3.0,1.5,0.5,0.0007168176437439208,2.2647189282731086e-06,85,85,False
100,10,90,0.1,2000,0.5,3.0,1.2000000000000002,0.6,0.0012315159092291762,6.335967680087668e-06,82,82,False
100,10,90,0.1,2000,0.5,3.0,0.9000000000000001,0.7,0.002061661697085762,1.75116669025696e-05,76,76,False
100,10,90,0.1,2000,0.5,3.0,0.5999999999999999,0.8,0.0034765118482313236,5.016745735310172e-05,64,64,False
100,20,80,0.2,2000,0.05,3.0,2.7,0.1,1.4865013487196793e-06,4.349082070494671e-06,100,100,False
100,20,80,0.2,2000,0.05,3.0,2.4000000000000004,0.2,1.873259893078738e-06,1.1100393271513937e-05,100,100,False
100,20,80,0.2,2000,0.05,3.0,2.0999999999999996,0.3,2.2855881704371417e-06,4.624851276467483e-06,100,100,False
100,20,80,0.2,2000,0.05,3.0,1.7999999999999998,0.4,4.2822575726988305e-06,2.721002668976981e-06,100,100,False
100,20,80,0.2,2000,0.05,3.0,1.5,0.5,8.575402204790555e-06,1.998575516050824e-06,100,100,False
100,20,80,0.2,2000,0.05,3.0,1.2000000000000002,0.6,1.9602699360382614e-05,1.5182379398263656e-05,100,100,False
100,20,80,0.2,2000,0.05,3.0,0.9000000000000001,0.7,3.86660882302943e-05,1.066855277235604e-05,100,100,False
100,20,80,0.2,2000,0.05,3.0,0.5999999999999999,0.8,9.098674174235909e-05,3.471576741392106e-06,100,100,False
100,20,80,0.2,2000,0.1,3.0,2.7,0.1,1.3026793174095164e-06,8.754722656262028e-07,100,100,False
100,20,80,0.2,2000,0.1,3.0,2.4000000000000004,0.2,5.614585886624945e-06,7.545346690140951e-07,100,100,False
100,20,80,0.2,2000,0.1,3.0,2.0999999999999996,0.3,1.4902981046111333e-05,1.878042227678395e-06,100,100,False
100,20,80,0.2,2000,0.1,3.0,1.7999999999999998,0.4,3.203040506002605e-05,9.362566673098798e-06,100,100,False
100,20,80,0.2,2000,0.1,3.0,1.5,0.5,6.436581381277697e-05,8.322429095054484e-06,100,100,False
100,20,80,0.2,2000,0.1,3.0,1.2000000000000002,0.6,0.00012759837232275426,3.991642865600715e-07,100,100,False
100,20,80,0.2,2000,0.1,3.0,0.9000000000000001,0.7,0.00024670007178369344,6.295684780739782e-07,100,100,False
100,20,80,0.2,2000,0.1,3.0,0.5999999999999999,0.8,0.00047309062830819303,1.5618311886362235e-06,99,99,False
100,20,80,0.2,2000,0.2,3.0,2.7,0.1,6.115066702108902e-06,4.033558295835172e-07,99,99,False
100,20,80,0.2,2000,0.2,3.0,2.4000000000000004,0.2,2.5784481910297308e-05,1.7326992844421968e-06,99,99,False
100,20,80,0.2,2000,0.2,3.0,2.0999999999999996,0.3,6.379279281650253e-05,1.593201428804771e-07,99,99,False
100,20,80,0.2,2000,0.2,3.0,1.7999999999999998,0.4,0.0001272860978573702,3.194082954462483e-07,99,99,False
100,20,80,0.2,2000,0.2,3.0,1.5,0.5,0.0002585915621004459,5.395667211482297e-07,98,98,False
100,20,80,0.2,2000,0.2,3.0,1.2000000000000002,0.6,0.00047287745733675833,1.3230323327457886e-06,98,98,False
100,20,80,0.2,2000,0.2,3.0,0.9000000000000001,0.7,0.0008192043345391312,3.6457886546910692e-06,97,97,False
100,20,80,0.2,2000,0.2,3.0,0.5999999999999999,0.8,0.0015189271065734053,9.084725120918412e-06,95,95,False
100,20,80,0.2,2000,0.5,3.0,2.7,0.1,3.103983826891095e-05,1.4533497347308757e-07,92,92,False
100,20,80,0.2,2000,0.5,3.0,2.4000000000000004,0.2,0.00013875002616355395,4.2511552007891074e-07,91,91,False
100,20,80,0.2,2000,0.5,3.0,2.0999999999999996,0.3,0.00035585092924764194,6.275204765155761e-07,90,90,False
100,20,80,0.2,2000,0.5,3.0,1.7999999999999998,0.4,0.0007390148318978549,2.265414214971475e-06,88,88,False
100,20,80,0.2,2000,0.5,3.0,1.5,0.5,0.001353583862806428,7.539274393624525e-06,86,86,False
100,20,80,0.2,2000,0.5,3.0,1.2000000000000002,0.6,0.0023485819936383953,2.2735189432157818e-05,83,83,False
100,20,80,0.2,2000,0.5,3.0,0.9000000000000001,0.7,0.003998335175687772,6.513520165825438e-05,78,78,False
100,20,80,0.2,2000,0.5,3.0,0.5999999999999999,0.8,0.006790184854760652,0.00018909260086972396,67,67,False
100,50,50,0.5,2000,0.05,3.0,2.7,0.1,2.2798149697418613e-06,9.760088685117363e-06,100,100,False
100,50,50,0.5,2000,0.05,3.0,2.4000000000000004,0.2,2.27826030071987e-06,1.1860260077885502e-05,100,100,False
100,50,50,0.5,2000,0.05,3.0,2.0999999999999996,0.3,3.4645031993089416e-06,8.302897573408229e-06,100,100,False
100,50,50,0.5,2000,0.05,3.0,1.7999999999999998,0.4,6.7179997278645626e-06,5.097359958212631e-06,100,100,False
100,50,50,0.5,2000,0.05,3.0,1.5,0.5,1.4488817771666357e-05,1.0720444378267217e-05,100,100,False
100,50,50,0.5,2000,0.05,3.0,1.2000000000000002,0.6,3.019354272502245e-05,5.904152703990643e-06,100,100,False
100,50,50,0.5,2000,0.05,3.0,0.9000000000000001,0.7,6.544591782700789e-05,7.1105502960283005e-06,100,100,False
100,50,50,0.5,2000,0.05,3.0,0.5999999999999999,0.8,0.0001653860132895535,7.129337823362199e-06,100,100,False
100,50,50,0.5,2000,0.1,3.0,2.7,0.1,2.1795886253729926e-06,1.9299054965309054e-06,100,100,False
100,50,50,0.5,2000,0.1,3.0,2.4000000000000004,0.2,9.36992542000797e-06,2.6559730148253534e-06,100,100,False
100,50,50,0.5,2000,0.1,3.0,2.0999999999999996,0.3,2.474558870036586e-05,8.500998473673563e-06,100,100,False
100,50,50,0.5,2000,0.1,3.0,1.7999999999999998,0.4,5.535715433780883e-05,1.2508974325052892e-05,100,100,False
100,50,50,0.5,2000,0.1,3.0,1.5,0.5,0.000111187197214771,8.052124157157235e-06,100,100,False
100,50,50,0.5,2000,0.1,3.0,1.2000000000000002,0.6,0.00022491933253383865,1.6212824116687476e-06,100,100,False
100,50,50,0.5,2000,0.1,3.0,0.9000000000000001,0.7,0.00047556474133758067,2.819153285388385e-06,100,100,False
100,50,50,0.5,2000,0.1,3.0,0.5999999999999999,0.8,0.0010350389555633043,4.695970442756083e-06,100,100,False
100,50,50,0.5,2000,0.2,3.0,2.7,0.1,9.352991687545248e-06,2.3303349383949476e-08,99,99,False
100,50,50,0.5,2000,0.2,3.0,2.4000000000000004,0.2,4.355961318373326e-05,2.64415313104881e-06,99,99,False
100,50,50,0.5,2000,0.2,3.0,2.0999999999999996,0.3,0.00011520985577649634,1.2685199440631888e-07,99,99,False
100,50,50,0.5,2000,0.2,3.0,1.7999999999999998,0.4,0.0002400162130026392,3.0689620062322753e-07,99,99,False
100,50,50,0.5,2000,0.2,3.0,1.5,0.5,0.0004512250541444853,2.472560858202491e-06,99,99,False
100,50,50,0.5,2000,0.2,3.0,1.2000000000000002,0.6,0.0009117328770025836,4.648828840598585e-06,98,98,False
100,50,50,0.5,2000,0.2,3.0,0.9000000000000001,0.7,0.0017599917234734684,1.2378367559888622e-05,98,98,False
100,50,50,0.5,2000,0.2,3.0,0.5999999999999999,0.8,0.0033603205506731303,4.342534095445568e-05,97,97,False
100,50,50,0.5,2000,0.5,3.0,2.7,0.1,5.033608401851415e-05,1.0054982167445054e-06,92,92,False
100,50,50,0.5,2000,0.5,3.0,2.4000000000000004,0.2,0.00023380971620850935,3.939670246610736e-06,91,91,False
100,50,50,0.5,2000,0.5,3.0,2.0999999999999996,0.3,0.0006252066576483001,4.511976131355232e-06,91,91,False
100,50,50,0.5,2000,0.5,3.0,1.7999999999999998,0.4,0.001335392674321081,9.708013622346011e-06,90,90,False
100,50,50,0.5,2000,0.5,3.0,1.5,0.5,0.0025909621170600128,2.7863404998780275e-05,88,88,False
100,50,50,0.5,2000,0.5,3.0,1.2000000000000002,0.6,0.004744452633411474,9.176406943802975e-05,86,87,True
100,50,50,0.5,2000,0.5,3.0,0.9000000000000001,0.7,0.008490465975740843,0.000290362986617748,83,83,False
100,50,50,0.5,2000,0.5,3.0,0.5999999999999999,0.8,0.015208682929575858,0.000929324539497518,77,77,False
100,80,20,0.8,2000,0.05,3.0,2.7,0.1,1.426261047380445e-06,6.0829106210740156e-06,100,100,False
100,80,20,0.8,2000,0.05,3.0,2.4000000000000004,0.2,2.173776997446697e-06,1.2230871201803107e-05,100,100,False
100,80,20,0.8,2000,0.05,3.0,2.0999999999999996,0.3,2.4371509411043324e-06,7.1430888816287e-06,100,100,False
100,80,20,0.8,2000,0.05,3.0,1.7999999999999998,0.4,5.386105232150704e-06,1.2696866074184312e-05,100,100,False
100,80,20,0.8,2000,0.05,3.0,1.5,0.5,1.0295200022985597e-05,1.4425266675632599e-05,100,100,False
100,80,20,0.8,2000,0.05,3.0,1.2000000000000002,0.6,2.1378838683916435e-05,1.6698513701401734e-05,100,100,False
100,80,20,0.8,2000,0.05,3.0,0.9000000000000001,0.7,4.650751752601108e-05,6.813680721575283e-06,100,100,False
100,80,20,0.8,2000,0.05,3.0,0.5999999999999999,0.8,0.00012274439254360975,6.924449317406202e-06,100,100,False
100,80,20,0.8,2000,0.1,3.0,2.7,0.1,1.7314403881474316e-06,2.803080605800486e-06,100,100,False
100,80,20,0.8,2000,0.1,3.0,2.4000000000000004,0.2,6.6957108633960635e-06,7.781617008209006e-06,100,100,False
100,80,20,0.8,2000,0.1,3.0,2.0999999999999996,0.3,1.7548435145687755e-05,6.275340731606973e-06,100,100,False
100,80,20,0.8,2000,0.1,3.0,1.7999999999999998,0.4,3.9643652331050085e-05,1.575815542625975e-05,100,100,False
100,80,20,0.8,2000,0.1,3.0,1.5,0.5,8.372962980602704e-05,9.018501881573648e-06,100,100,False
100,80,20,0.8,2000,0.1,3.0,1.2000000000000002,0.6,0.0001728746094179891,2.1282076738384707e-06,100,100,False
100,80,20,0.8,2000,0.1,3.0,0.9000000000000001,0.7,0.00036829662016495904,1.593043015578647e-05,100,100,False
100,80,20,0.8,2000,0.1,3.0,0.5999999999999999,0.8,0.0009442672815449726,1.9565246681953327e-05,100,100,False
100,80,20,0.8,2000,0.2,3.0,2.7,0.1,6.023966364105456e-06,2.205866349025477e-06,99,99,False
100,80,20,0.8,2000,0.2,3.0,2.4000000000000004,0.2,3.00360039366533e-05,3.75726119234256e-06,99,99,False
100,80,20,0.8,2000,0.2,3.0,2.0999999999999996,0.3,8.442067890059371e-05,2.895386209221842e-06,99,99,False
100,80,20,0.8,2000,0.2,3.0,1.7999999999999998,0.4,0.0001919897277275623,3.041619872030157e-06,99,99,False
100,80,20,0.8,2000,0.2,3.0,1.5,0.5,0.0003947922974910194,3.183248793585912e-06,99,99,False
100,80,20,0.8,2000,0.2,3.0,1.2000000000000002,0.6,0.0007710878218314121,3.030607868581103e-06,99,99,False
100,80,20,0.8,2000,0.2,3.0,0.9000000000000001,0.7,0.0015322145439977432,1.3364155964286925e-05,99,99,False
100,80,20,0.8,2000,0.2,3.0,0.5999999999999999,0.8,0.0036665072913633573,5.437214897168743e-05,98,98,False
100,80,20,0.8,2000,0.5,3.0,2.7,0.1,3.357491801312534e-05,4.052264942581142e-06,92,92,False
100,80,20,0.8,2000,0.5,3.0,2.4000000000000004,0.2,0.00016158608025674658,3.385512711325423e-06,92,92,False
100,80,20,0.8,2000,0.5,3.0,2.0999999999999996,0.3,0.0004538096293177753,1.5045215046026604e-06,92,92,False
100,80,20,0.8,2000,0.5,3.0,1.7999999999999998,0.4,0.0010357480724599438,1.2287025479703787e-05,91,91,False
100,80,20,0.8,2000,0.5,3.0,1.5,0.5,0.0021464419378953766,2.3283178381660572e-05,91,91,False
100,80,20,0.8,2000,0.5,3.0,1.2000000000000002,0.6,0.004285388483366534,8.027203722035087e-05,90,90,False
100,80,20,0.8,2000,0.5,3.0,0.9000000000000001,0.7,0.008557155462092163,0.00030197589189660714,89,89,False
100,80,20,0.8,2000,0.5,3.0,0.5999999999999999,0.8,0.0177599860810388,0.0012421187900922184,86,86,False
100,90,10,0.9,2000,0.05,3.0,2.7,0.1,1.026889757921312e-06,3.203176817930764e-06,100,100,False
100,90,10,0.9,2000,0.05,3.0,2.4000000000000004,0.2,1.600422891754748e-06,6.981228849777717e-06,100,100,False
100,90,10,0.9,2000,0.05,3.0,2.0999999999999996,0.3,2.37591368564688e-06,1.2048172324556223e-05,100,100,False
100,90,10,0.9,2000,0.05,3.0,1.7999999999999998,0.4,3.989402179677831e-06,1.263458998492055e-05,100,100,False
100,90,10,0.9,2000,0.05,3.0,1.5,0.5,6.159085512150685e-06,8.430329109127231e-06,100,100,False
100,90,10,0.9,2000,0.05,3.0,1.2000000000000002,0.6,1.3084953472804195e-05,1.310133634093078e-05,100,100,False
100,90,10,0.9,2000,0.05,3.0,0.9000000000000001,0.7,2.8158382962287232e-05,1.6728732392078103e-05,100,100,False
100,90,10,0.9,2000,0.05,3.0,0.5999999999999999,0.8,7.327949458918112e-05,1.1319899644263828e-05,100,100,False
100,90,10,0.9,2000,0.1,3.0,2.7,0.1,1.055552821479372e-06,2.086849040164763e-06,100,100,False
100,90,10,0.9,2000,0.1,3.0,2.4000000000000004,0.2,4.164744290074962e-06,5.8241941906776005e-06,100,100,False
100,90,10,0.9,2000,0.1,3.0,2.0999999999999996,0.3,1.0396860805972699e-05,7.37951385858772e-06,100,100,False
100,90,10,0.9,2000,0.1,3.0,1.7999999999999998,0.4,2.374193925090695e-05,8.094016722298736e-06,100,100,False
100,90,10,0.9,2000,0.1,3.0,1.5,0.5,4.998152980099056e-05,1.7266725733373537e-05,100,100,False
100,90,10,0.9,2000,0.1,3.0,1.2000000000000002,0.6,0.00010573696788290874,1.8672441957646383e-05,100,100,False
100,90,10,0.9,2000,0.1,3.0,0.9000000000000001,0.7,0.00023366526080372853,1.9169658041721704e-05,100,100,False
100,90,10,0.9,2000,0.1,3.0,0.5999999999999999,0.8,0.0005881817603064741,6.120984831249512e-06,100,100,False
100,90,10,0.9,2000,0.2,3.0,2.7,0.1,3.6286471939012133e-06,1.421543884885629e-07,99,99,False
100,90,10,0.9,2000,0.2,3.0,2.4000000000000004,0.2,1.742355018947289e-05,2.419967473180892e-06,99,99,False
100,90,10,0.9,2000,0.2,3.0,2.0999999999999996,0.3,4.9683999837906064e-05,1.2872023035951301e-07,99,99,False
100,90,10,0.9,2000,0.2,3.0,1.7999999999999998,0.4,0.00011576269523608674,4.900475435298536e-07,99,99,False
100,90,10,0.9,2000,0.2,3.0,1.5,0.5,0.0002471004427514699,1.425401838867947e-06,99,99,False
100,90,10,0.9,2000,0.2,3.0,1.2000000000000002,0.6,0.0005131273632384289,1.1408656229847016e-06,99,99,False
100,90,10,0.9,2000,0.2,3.0,0.9000000000000001,0.7,0.0010810839297238034,5.588298487575966e-06,99,99,False
100,90,10,0.9,2000,0.2,3.0,0.5999999999999999,0.8,0.0025063295714161877,3.154973315839236e-05,99,99,False
100,90,10,0.9,2000,0.5,3.0,2.7,0.1,1.9369372344910096e-05,1.410464357865113e-06,92,92,False
100,90,10,0.9,2000,0.5,3.0,2.4000000000000004,0.2,9.311397886057997e-05,4.690902857661312e-06,92,92,False
100,90,10,0.9,2000,0.5,3.0,2.0999999999999996,0.3,0.00026655130687972504,8.304762919872329e-06,92,92,False
100,90,10,0.9,2000,0.5,3.0,1.7999999999999998,0.4,0.0006223708027550305,6.862433893598176e-06,92,92,False
100,90,10,0.9,2000,0.5,3.0,1.5,0.5,0.0013447239453396095,8.002627185760618e-06,92,92,False
100,90,10,0.9,2000,0.5,3.0,1.2000000000000002,0.6,0.002764021975335988,3.412018739658878e-05,91,91,False
100,90,10,0.9,2000,0.5,3.0,0.9000000000000001,0.7,0.005987201513881789,0.00015490726497792477,91,91,False
100,90,10,0.9,2000,0.5,3.0,0.5999999999999999,0.8,0.013857446699307233,0.0007649350729220459,89,90,True
100,95,5,0.95,2000,0.05,3.0,2.7,0.1,7.218100128202412e-07,1.6738374928978664e-06,100,100,False
100,95,5,0.95,2000,0.05,3.0,2.4000000000000004,0.2,9.930558977494508e-07,3.820471239132911e-06,100,100,False
100,95,5,0.95,2000,0.05,3.0,2.0999999999999996,0.3,1.5289226565386171e-06,5.761166056986682e-06,100,100,False
100,95,5,0.95,2000,0.05,3.0,1.7999999999999998,0.4,2.7134643328444175e-06,1.196931476021982e-05,100,100,False
100,95,5,0.95,2000,0.05,3.0,1.5,0.5,4.310507127666674e-06,1.3199617254561142e-05,100,100,False
100,95,5,0.95,2000,0.05,3.0,1.2000000000000002,0.6,7.934142846145742e-06,1.52387133775375e-05,100,100,False
100,95,5,0.95,2000,0.05,3.0,0.9000000000000001,0.7,1.566399087411796e-05,1.1721764564435073e-05,100,100,False
100,95,5,0.95,2000,0.05,3.0,0.5999999999999999,0.8,4.0845751738207564e-05,9.754489655241685e-06,100,100,False
100,95,5,0.95,2000,0.1,3.0,2.7,0.1,5.530205144446687e-07,8.598100915821417e-07,100,100,False
100,95,5,0.95,2000,0.1,3.0,2.4000000000000004,0.2,2.2847610191625845e-06,2.7574542610489173e-06,100,100,False
100,95,5,0.95,2000,0.1,3.0,2.0999999999999996,0.3,6.018046779565243e-06,8.236365170671098e-06,100,100,False
100,95,5,0.95,2000,0.1,3.0,1.7999999999999998,0.4,1.312806885431228e-05,9.313387210106945e-06,100,100,False
100,95,5,0.95,2000,0.1,3.0,1.5,0.5,2.778923071746972e-05,8.375423981257296e-06,100,100,False
100,95,5,0.95,2000,0.1,3.0,1.2000000000000002,0.6,5.8457601073674814e-05,1.8608914386362223e-05,100,100,False
100,95,5,0.95,2000,0.1,3.0,0.9000000000000001,0.7,0.00013135829646645494,5.614936049275638e-06,100,100,False
100,95,5,0.95,2000,0.1,3.0,0.5999999999999999,0.8,0.0003399162934283745,4.54213820421558e-06,100,100,False
100,95,5,0.95,2000,0.2,3.0,2.7,0.1,1.912335775345575e-06,3.441588556257224e-06,99,99,False
100,95,5,0.95,2000,0.2,3.0,2.4000000000000004,0.2,9.310824803432372e-06,4.337889014291512e-07,99,99,False
100,95,5,0.95,2000,0.2,3.0,2.0999999999999996,0.3,2.682574071556469e-05,3.094252147819586e-06,99,99,False
100,95,5,0.95,2000,0.2,3.0,1.7999999999999998,0.4,6.3254089040456e-05,1.0073625506306293e-07,99,99,False
100,95,5,0.95,2000,0.2,3.0,1.5,0.5,0.00013728445458343827,2.1654047411732383e-07,99,99,False
100,95,5,0.95,2000,0.2,3.0,1.2000000000000002,0.6,0.0002930595188536684,4.297704240516546e-07,99,99,False
100,95,5,0.95,2000,0.2,3.0,0.9000000000000001,0.7,0.0006485093382899792,2.04224174994819e-06,99,99,False
100,95,5,0.95,2000,0.2,3.0,0.5999999999999999,0.8,0.0015867920226834377,1.2461285808926508e-05,99,99,False
100,95,5,0.95,2000,0.5,3.0,2.7,0.1,1.0360809790890217e-05,1.1935229371760996e-06,92,92,False
100,95,5,0.95,2000,0.5,3.0,2.4000000000000004,0.2,5.044495920900841e-05,4.963533758091368e-06,92,92,False
100,95,5,0.95,2000,0.5,3.0,2.0999999999999996,0.3,0.0001436693583091468,5.4864353759801135e-06,92,92,False
100,95,5,0.95,2000,0.5,3.0,1.7999999999999998,0.4,0.0003404386633032979,1.0214237679010905e-05,92,92,False
100,95,5,0.95,2000,0.5,3.0,1.5,0.5,0.0007442517452676857,2.753036726921595e-06,92,92,False
100,95,5,0.95,2000,0.5,3.0,1.2000000000000002,0.6,0.0016086341506619923,1.8134922797366274e-05,92,92,False
100,95,5,0.95,2000,0.5,3.0,0.9000000000000001,0.7,0.003570406756522333,6.300331599371118e-05,92,92,False
100,95,5,0.95,2000,0.5,3.0,0.5999999999999999,0.8,0.008943603551365293,0.0003480235819440574,91,91,False
200,10,190,0.05,2000,0.05,3.0,2.7,0.1,2.3345507556074563e-06,6.41885850292913e-06,200,200,False
200,10,190,0.05,2000,0.05,3.0,2.4000000000000004,0.2,3.2058148282899587e-06,1.8245472744198238e-05,200,200,False
200,10,190,0.05,2000,0.05,3.0,2.0999999999999996,0.3,3.7625965710217854e-06,1.7535120734798594e-05,200,200,False
200,10,190,0.05,2000,0.05,3.0,1.7999999999999998,0.4,5.320479716120624e-06,3.152885519519912e-05,200,200,False
200,10,190,0.05,2000,0.05,3.0,1.5,0.5,5.2449526007566916e-06,9.488650367368692e-06,200,200,False
200,10,190,0.05,2000,0.05,3.0,1.2000000000000002,0.6,9.407510460690549e-06,1.4250826365862656e-05,200,200,False
200,10,190,0.05,2000,0.05,3.0,0.9000000000000001,0.7,1.5679115814862254e-05,7.999272445349027e-06,200,200,False
